rec_id,label,baseline_pred,baseline_prob,baseline_correct,n_shifted_cells,n_shifted_correct,flip_count,flip_rate,conf_drop,mean_shifted_gt_prob,monotonic_axes,n_catastrophic,max_wrong_conf,frac_in_calib_band,flip_rate_sampling_rate,flip_rate_calibration,flip_rate_power_line,conf_drop_sampling_rate,conf_drop_calibration,conf_drop_power_line,category
aaaaadsm_s002_t001,0,0,0.197288,1,12,12,0,0.0,0.005798833333333309,0.7969131666666667,0,0,0.0,0.0,0.0,0.0,0.0,0.016655500000000045,-3.000000000086267e-06,0.0007439999999999669,robust_correct
aaaaaeab_s003_t000,0,0,0.256884,1,12,11,1,0.08333333333333333,0.04467683333333339,0.6984391666666666,1,1,0.880355,0.0,0.25,0.0,0.0,0.13332549999999999,-1.4999999999876223e-06,0.0007065000000000543,catastrophic_shift
aaaaaejc_s003_t001,0,0,0.449178,1,12,11,1,0.08333333333333333,0.03711524999999993,0.51370675,0,1,0.984524,0.9166666666666666,0.25,0.0,0.0,0.11182399999999987,4.999999999588667e-07,-0.0004787500000000833,catastrophic_shift
aaaaaezn_s003_t001,1,1,0.590092,1,12,11,1,0.08333333333333333,-0.01776633333333333,0.6078583333333333,0,0,0.560862,0.9166666666666666,0.25,0.0,0.0,-0.052577500000000055,1.0000000000287557e-06,-0.0007225000000000703,calibration_collapse
aaaaafhl_s003_t000,1,1,0.797492,1,12,12,0,0.0,0.03211975,0.76537225,0,0,0.0,0.08333333333333333,0.0,0.0,0.0,0.09636299999999998,4.999999999588667e-07,-4.250000000038945e-06,robust_correct
aaaaagfk_s003_t000,0,0,0.250816,1,12,11,1,0.08333333333333333,0.02153600000000011,0.727648,0,0,0.558247,0.08333333333333333,0.25,0.0,0.0,0.06458500000000011,-2.4999999999053557e-06,2.5500000000011624e-05,robust_correct
aaaaagsc_s003_t001,1,1,0.845905,1,12,12,0,0.0,-0.008858416666666646,0.8547634166666667,0,0,0.0,0.0,0.0,0.0,0.0,-0.02679274999999992,4.999999999588667e-07,0.00021700000000002273,robust_correct
aaaaagsc_s006_t001,1,0,0.23904,0,12,1,1,0.08333333333333333,-0.04680825000000002,0.28584825,0,1,0.804874,0.0,0.25,0.0,0.0,-0.14030249999999997,-5.000000000143778e-07,-0.00012175000000003156,robust_wrong
aaaaaguk_s002_t001,0,0,0.060778,1,12,11,1,0.08333333333333333,0.04690100000000008,0.8923209999999999,0,0,0.608757,0.08333333333333333,0.25,0.0,0.0,0.1406289999999999,1.0000000000287557e-06,7.300000000010076e-05,robust_correct
aaaaagvx_s002_t000,1,0,0.485847,0,12,1,1,0.08333333333333333,-0.011669083333333385,0.49751608333333336,0,0,0.704677,0.8333333333333334,0.25,0.0,0.0,-0.03618350000000009,-5.000000000143778e-07,0.0011767499999999487,robust_wrong
aaaaagvx_s003_t001,1,1,0.52301,1,12,11,1,0.08333333333333333,-0.02492166666666662,0.5479316666666666,0,0,0.603653,0.9166666666666666,0.25,0.0,0.0,-0.07574575000000006,-5.00000000069889e-07,0.0009812499999999336,calibration_collapse
aaaaagyr_s002_t000,1,1,0.503792,1,12,11,1,0.08333333333333333,-0.010384333333333218,0.5141763333333332,0,0,0.6902539999999999,0.8333333333333334,0.25,0.0,0.0,-0.031110250000000006,-1.3000000000040757e-05,-2.9749999999939547e-05,calibration_collapse
aaaaahie_s005_t001,1,1,0.960325,1,12,12,0,0.0,-0.0033678333333333477,0.9636928333333333,0,0,0.0,0.0,0.0,0.0,0.0,-0.01049050000000007,-4.999999999588667e-07,0.0003874999999999851,robust_correct
aaaaahsv_s002_t000,0,0,0.264188,1,12,11,1,0.08333333333333333,0.05059558333333336,0.6852164166666667,0,1,0.956792,0.0,0.25,0.0,0.0,0.15138874999999996,-4.999999999588667e-07,0.00039850000000007935,catastrophic_shift
aaaaahte_s002_t000,1,1,0.986882,1,12,12,0,0.0,-0.0010384166666667083,0.9879204166666667,1,0,0.0,0.0,0.0,0.0,0.0,-0.003199249999999987,0.0,8.400000000008401e-05,robust_correct
aaaaahte_s003_t000,1,1,0.993387,1,12,12,0,0.0,5.31666666666597e-05,0.9933338333333334,1,0,0.0,0.0,0.0,0.0,0.0,0.0001487500000000308,0.0,1.0750000000059323e-05,robust_correct
aaaaahuy_s002_t000,1,0,0.110741,0,12,1,1,0.08333333333333333,-0.0448625,0.1556035,0,11,0.944488,0.0,0.25,0.0,0.0,-0.13476825,1.500000000015378e-06,0.00017924999999999192,robust_wrong
aaaaahzi_s001_t000,0,0,0.280436,1,12,11,1,0.08333333333333333,0.0544216666666667,0.6651423333333333,0,1,0.981354,0.0,0.25,0.0,0.0,0.16333624999999996,-3.4999999999341114e-06,-6.774999999992204e-05,catastrophic_shift
aaaaahzm_s001_t001,0,1,0.777447,0,12,1,1,0.08333333333333333,-0.043929083333333285,0.2664820833333333,1,0,0.77778,0.16666666666666666,0.25,0.0,0.0,-0.13196274999999996,-9.999999999732445e-07,0.0001764999999999961,robust_wrong
aaaaahzq_s001_t000,0,0,0.044946,1,12,11,1,0.08333333333333333,0.06665658333333324,0.8883974166666667,0,1,0.853708,0.0,0.25,0.0,0.0,0.19993275,-5.00000000069889e-07,3.7500000000023626e-05,catastrophic_shift
aaaaahzs_s001_t001,0,1,0.543797,0,12,1,1,0.08333333333333333,0.011316166666666683,0.44488683333333334,1,1,0.804491,0.9166666666666666,0.25,0.0,0.0,0.03152425000000003,-9.999999999177334e-07,0.0024252500000000454,robust_wrong
aaaaaiae_s001_t000,0,1,0.761773,0,12,0,0,0.0,-0.03249358333333335,0.2707205833333333,0,0,0.764225,0.16666666666666666,0.0,0.0,0.0,-0.09879375000000001,-1.0000000000287557e-06,0.0013139999999999818,robust_wrong
aaaaaibx_s001_t000,0,0,0.285056,1,12,11,1,0.08333333333333333,0.029988749999999897,0.6849552500000001,0,0,0.735398,0.0,0.25,0.0,0.0,0.09034950000000008,-2.500000000016378e-06,-0.00038074999999992976,robust_correct
aaaaaiby_s001_t000,0,0,0.279775,1,12,11,1,0.08333333333333333,0.05389149999999987,0.6663335000000001,0,1,0.980014,0.0,0.25,0.0,0.0,0.16358649999999997,3.4999999999341114e-06,-0.0019154999999998479,catastrophic_shift
aaaaaici_s001_t000,0,0,0.1791,1,12,11,1,0.08333333333333333,0.04552299999999987,0.7753770000000001,0,0,0.786642,0.0,0.25,0.0,0.0,0.13706149999999995,-1.0000000000287557e-06,-0.0004915000000000891,robust_correct
aaaaaicn_s001_t000,0,1,0.631111,0,12,1,1,0.08333333333333333,-0.01814016666666668,0.3870291666666667,0,0,0.632738,1.0,0.25,0.0,0.0,-0.05410349999999997,-9.999999999732445e-07,-0.00031599999999998296,robust_wrong
aaaaaijh_s002_t000,1,0,0.090819,0,12,1,1,0.08333333333333333,-0.0521725,0.1429915,0,11,0.918485,0.0,0.25,0.0,0.0,-0.15655675000000002,-1.000000000001e-06,4.024999999999168e-05,robust_wrong
aaaaaijn_s001_t001,0,0,0.393414,1,12,11,1,0.08333333333333333,0.025773083333333502,0.5808129166666666,0,1,0.817301,0.8333333333333334,0.25,0.0,0.0,0.0776055000000001,5.00000000069889e-07,-0.00028674999999989126,catastrophic_shift
aaaaairb_s001_t001,0,1,0.613726,0,12,1,1,0.08333333333333333,0.011839916666666672,0.37443408333333333,0,1,0.890366,0.9166666666666666,0.25,0.0,0.0,0.03490575000000001,4.000000000004e-06,0.0006099999999999994,robust_wrong
aaaaairo_s001_t000,0,0,0.160698,1,12,11,1,0.08333333333333333,0.06080541666666672,0.7784965833333333,0,1,0.900584,0.0,0.25,0.0,0.0,0.18239675,-1.0000000000287557e-06,2.049999999997887e-05,catastrophic_shift
aaaaaitt_s001_t000,0,0,0.144652,1,12,11,1,0.08333333333333333,0.06235725000000003,0.79299075,0,1,0.903447,0.0,0.25,0.0,0.0,0.18706849999999997,5.00000000069889e-07,2.7500000000513225e-06,catastrophic_shift
aaaaaiue_s004_t000,1,1,0.569359,1,12,11,1,0.08333333333333333,-0.01987250000000007,0.5892315,0,0,0.5720419999999999,0.9166666666666666,0.25,0.0,0.0,-0.059899000000000036,1.999999999946489e-06,0.0002794999999999881,calibration_collapse
aaaaaiuo_s002_t000,0,1,0.655505,0,12,0,0,0.0,0.00882000000000005,0.33567499999999995,0,1,0.895809,0.08333333333333333,0.0,0.0,0.0,0.025306249999999975,-6.0000000000060005e-06,0.001159750000000015,robust_wrong
aaaaaiwz_s001_t001,0,0,0.370995,1,12,11,1,0.08333333333333333,0.012824166666666748,0.6161808333333333,0,0,0.716387,0.8333333333333334,0.25,0.0,0.0,0.03856875000000004,5.00000000069889e-07,-9.67499999999788e-05,calibration_collapse
aaaaaiyy_s001_t001,0,0,0.197225,1,12,11,1,0.08333333333333333,0.039496333333333244,0.7632786666666668,0,0,0.768943,0.0,0.25,0.0,0.0,0.11825975,5.00000000069889e-07,0.0002287499999999998,robust_correct
aaaaaizd_s001_t001,0,0,0.437186,1,12,11,1,0.08333333333333333,0.030348749999999813,0.5324652500000001,0,1,0.928177,0.8333333333333334,0.25,0.0,0.0,0.09121549999999995,-2.0000000000575113e-06,-0.00016725000000006318,catastrophic_shift
aaaaaizs_s001_t000,0,1,0.561375,0,12,1,1,0.08333333333333333,0.0158113333333334,0.42281366666666664,1,1,0.926996,0.9166666666666666,0.25,0.0,0.0,0.04823600000000006,0.0,-0.0008019999999999139,robust_wrong
aaaaajae_s001_t001,0,1,0.919934,0,12,0,0,0.0,-0.006707500000000019,0.08677349999999999,0,12,0.950848,0.0,0.0,0.0,0.0,-0.020093250000000035,-5.000000000143778e-07,-2.8750000000021814e-05,robust_wrong
aaaaajah_s002_t001,1,0,0.285558,0,12,1,1,0.08333333333333333,-0.05652458333333327,0.34208258333333325,0,0,0.73246,0.0,0.25,0.0,0.0,-0.16945149999999998,1.4999999999876223e-06,-0.00012374999999997804,robust_wrong
aaaaajah_s004_t000,1,0,0.314849,0,12,1,1,0.08333333333333333,-0.04322533333333334,0.35807433333333333,0,0,0.786478,0.0,0.25,0.0,0.0,-0.12968850000000004,4.000000000004e-06,8.499999999966867e-06,robust_wrong
aaaaajal_s001_t001,0,0,0.07985,1,12,11,1,0.08333333333333333,0.06249308333333348,0.8576569166666665,0,1,0.847658,0.0,0.25,0.0,0.0,0.18762000000000012,-4.999999999588667e-07,-0.0001402499999999529,catastrophic_shift
aaaaajam_s001_t000,1,1,0.519659,1,12,11,1,0.08333333333333333,-0.01419041666666665,0.5338494166666666,0,0,0.62349,0.9166666666666666,0.25,0.0,0.0,-0.04472350000000003,-4.999999999588667e-07,0.0021527499999999256,calibration_collapse
aaaaajar_s001_t001,0,0,0.240142,1,12,11,1,0.08333333333333333,0.0399200833333333,0.7199379166666667,1,1,0.80515,0.0,0.25,0.0,0.0,0.11973850000000008,0.0,2.175000000004257e-05,catastrophic_shift
aaaaajbb_s001_t000,0,1,0.636255,0,12,1,1,0.08333333333333333,0.017027249999999994,0.34671775,1,1,0.985957,0.9166666666666666,0.25,0.0,0.0,0.049422999999999995,-1.4999999999876223e-06,0.0016602499999999742,robust_wrong
aaaaajbh_s002_t000,0,1,0.582676,0,12,2,2,0.16666666666666666,-0.03539350000000002,0.45271750000000005,0,0,0.582861,1.0,0.5,0.0,0.0,-0.10592124999999997,-6.999999999979245e-06,-0.0002522499999999539,robust_wrong
aaaaajce_s001_t000,0,0,0.235548,1,12,11,1,0.08333333333333333,0.04703866666666656,0.7174133333333335,0,1,0.842788,0.0,0.25,0.0,0.0,0.14113074999999997,3.5000000000451337e-06,-1.8249999999997435e-05,catastrophic_shift
aaaaajci_s001_t000,0,0,0.1823,1,12,11,1,0.08333333333333333,0.05908824999999995,0.75861175,2,1,0.89318,0.0,0.25,0.0,0.0,0.1765739999999999,0.0,0.0006907499999999622,catastrophic_shift
aaaaajck_s001_t000,0,0,0.101428,1,12,11,1,0.08333333333333333,0.06225174999999994,0.8363202500000001,0,1,0.846042,0.0,0.25,0.0,0.0,0.18673675,4.999999999588667e-07,1.799999999996249e-05,catastrophic_shift
aaaaajct_s001_t000,0,1,0.726435,0,12,0,0,0.0,0.0009225833333332267,0.2726424166666667,0,1,0.85968,0.08333333333333333,0.0,0.0,0.0,0.0025284999999999336,-3.000000000030756e-06,0.0002422499999999994,robust_wrong
aaaaajcu_s001_t000,0,0,0.220003,1,12,11,1,0.08333333333333333,0.05038108333333324,0.7296159166666668,0,1,0.888385,0.0,0.25,0.0,0.0,0.15115225,-2.4999999999053557e-06,-6.499999999798334e-06,catastrophic_shift
aaaaajda_s001_t000,0,0,0.103129,1,12,11,1,0.08333333333333333,0.054105416666666684,0.8427655833333333,0,0,0.752912,0.0,0.25,0.0,0.0,0.1623064999999999,4.999999999588667e-07,9.249999999960679e-06,robust_correct
aaaaajdb_s001_t000,0,0,0.187909,1,12,11,1,0.08333333333333333,0.062408750000000124,0.7496822499999999,0,1,0.904764,0.0,0.25,0.0,0.0,0.18737150000000002,-5.00000000069889e-07,-0.0001447500000000268,catastrophic_shift
aaaaajdv_s001_t000,0,0,0.405219,1,12,11,1,0.08333333333333333,0.05079916666666662,0.5439818333333334,1,1,0.996002,0.9166666666666666,0.25,0.0,0.0,0.15238550000000006,1.4999999999876223e-06,1.0500000000024379e-05,catastrophic_shift
aaaaajdy_s001_t000,0,0,0.138168,1,12,11,1,0.08333333333333333,0.051823249999999876,0.81000875,0,1,0.810111,0.0,0.25,0.0,0.0,0.1554867499999999,-1.4999999999876223e-06,-1.5500000000057135e-05,catastrophic_shift
aaaaajdz_s001_t000,0,0,0.271236,1,12,11,1,0.08333333333333333,0.05565516666666659,0.6731088333333334,0,1,0.942754,0.0,0.25,0.0,0.0,0.16696500000000003,4.000000000004e-06,-3.5000000000451337e-06,catastrophic_shift
aaaaajea_s001_t000,0,1,0.779512,0,12,0,0,0.0,-0.008221083333333296,0.2287090833333333,0,1,0.859066,0.08333333333333333,0.0,0.0,0.0,-0.023815249999999982,5.000000000032756e-06,-0.0008529999999999649,robust_wrong
aaaaajen_s001_t000,0,0,0.273969,1,12,11,1,0.08333333333333333,0.03763891666666663,0.6883920833333333,0,1,0.815288,0.0,0.25,0.0,0.0,0.11293125000000004,1.999999999946489e-06,-1.6499999999974868e-05,catastrophic_shift
aaaaajey_s001_t000,0,0,0.249539,1,12,11,1,0.08333333333333333,0.05807916666666679,0.6923818333333333,0,1,0.947889,0.0,0.25,0.0,0.0,0.17416949999999998,-9.999999999177334e-07,6.900000000009676e-05,catastrophic_shift
aaaaajfb_s001_t000,0,0,0.070095,1,12,11,1,0.08333333333333333,0.0609035,0.8690015,0,1,0.815215,0.0,0.25,0.0,0.0,0.18270825000000002,-5.00000000069889e-07,2.7499999999403e-06,catastrophic_shift
aaaaajfe_s001_t000,0,0,0.225099,1,12,11,1,0.08333333333333333,0.04755458333333329,0.7273464166666668,0,1,0.890403,0.0,0.25,0.0,0.0,0.14266475,5.00000000069889e-07,-1.4999999998766e-06,catastrophic_shift
aaaaajff_s001_t000,0,0,0.091515,1,12,11,1,0.08333333333333333,0.06389183333333326,0.8445931666666667,0,1,0.891406,0.0,0.25,0.0,0.0,0.19149799999999995,-5.00000000069889e-07,0.00017800000000001148,catastrophic_shift
aaaaajfi_s001_t001,0,0,0.259366,1,12,11,1,0.08333333333333333,0.05149824999999997,0.68913575,0,1,0.914481,0.0,0.25,0.0,0.0,0.15409324999999996,4.499999999962867e-06,0.0003969999999999807,catastrophic_shift
aaaaajfn_s001_t001,0,0,0.119575,1,12,12,0,0.0,0.024219416666666715,0.8562055833333333,0,0,0.0,0.08333333333333333,0.0,0.0,0.0,0.07275450000000006,5.00000000069889e-07,-9.67499999999788e-05,robust_correct
aaaaajfy_s001_t000,0,0,0.103771,1,12,11,1,0.08333333333333333,0.055006250000000034,0.8412227499999999,0,0,0.795976,0.0,0.25,0.0,0.0,0.16493274999999996,9.999999999177334e-07,8.499999999989072e-05,robust_correct
aaaaajga_s001_t001,0,1,0.539759,0,12,1,1,0.08333333333333333,0.03012933333333334,0.43011166666666667,0,1,0.987742,0.9166666666666666,0.25,0.0,0.0,0.08924325,-9.999999999177334e-07,0.001145750000000001,robust_wrong
aaaaajhy_s001_t000,0,0,0.208149,1,12,11,1,0.08333333333333333,0.031016500000000002,0.7608345,1,0,0.646743,0.08333333333333333,0.25,0.0,0.0,0.09300149999999985,0.0,4.799999999993698e-05,robust_correct
aaaaajit_s001_t001,0,0,0.125816,1,12,11,1,0.08333333333333333,0.06381416666666684,0.8103698333333331,0,1,0.889812,0.0,0.25,0.0,0.0,0.19114850000000005,-2.500000000016378e-06,0.00029650000000003285,catastrophic_shift
aaaaajiu_s001_t000,0,1,0.730457,0,12,0,0,0.0,0.01411766666666664,0.25542533333333334,0,1,0.98558,0.08333333333333333,0.0,0.0,0.0,0.042297,-5.000000000143778e-07,5.649999999995936e-05,robust_wrong
aaaaajiy_s001_t001,0,0,0.310841,1,12,11,1,0.08333333333333333,0.03243508333333334,0.6567239166666667,0,1,0.833619,0.0,0.25,0.0,0.0,0.0968817500000001,2.500000000016378e-06,0.0004210000000000047,catastrophic_shift
aaaaajiz_s001_t000,0,0,0.249125,1,12,11,1,0.08333333333333333,0.0553041666666666,0.6955708333333334,0,1,0.947788,0.0,0.25,0.0,0.0,0.1659115,1.4999999999876223e-06,-5.00000000069889e-07,catastrophic_shift
aaaaajjb_s001_t001,0,1,0.529918,0,12,1,1,0.08333333333333333,0.0076147500000000035,0.46246725,0,0,0.791515,0.9166666666666666,0.25,0.0,0.0,0.023607999999999962,-2.9999999999752447e-06,-0.0007607499999999767,robust_wrong
aaaaajje_s001_t000,0,0,0.214507,1,12,11,1,0.08333333333333333,0.04424400000000006,0.7412489999999999,1,0,0.795616,0.0,0.25,0.0,0.0,0.13272974999999998,0.0,2.2499999998704112e-06,robust_correct
aaaaajjk_s001_t000,0,0,0.333941,1,12,11,1,0.08333333333333333,0.040625083333333256,0.6254339166666667,0,1,0.928786,0.0,0.25,0.0,0.0,0.12194974999999997,-5.499999999991623e-06,-6.900000000009676e-05,catastrophic_shift
aaaaajna_s001_t000,0,0,0.119038,1,12,11,1,0.08333333333333333,0.048630916666666635,0.8323310833333334,0,0,0.725519,0.0,0.25,0.0,0.0,0.14590225,1.4999999999876223e-06,-1.0999999999983245e-05,robust_correct
aaaaajnu_s001_t000,0,0,0.212492,1,12,11,1,0.08333333333333333,0.036643916666666554,0.7508640833333334,1,0,0.732888,0.0,0.25,0.0,0.0,0.11242399999999997,0.0,-0.0024922500000000847,robust_correct
aaaaajon_s001_t000,0,0,0.214025,1,12,11,1,0.08333333333333333,0.06144491666666663,0.7245300833333334,0,1,0.96051,0.0,0.25,0.0,0.0,0.18431374999999994,4.999999999921734e-06,1.6000000000016e-05,catastrophic_shift
aaaaajoo_s002_t001,1,0,0.469883,0,12,1,1,0.08333333333333333,0.0044182500000000124,0.46546475,0,0,0.6979040000000001,0.9166666666666666,0.25,0.0,0.0,0.013527000000000011,-2.500000000016378e-06,-0.00026975000000001303,robust_wrong
aaaaajpg_s001_t001,0,0,0.1438,1,12,11,1,0.08333333333333333,0.06665683333333328,0.7895431666666667,2,1,0.962109,0.0,0.25,0.0,0.0,0.1995405,0.0,0.00043000000000004146,catastrophic_shift
aaaaajqh_s004_t000,1,1,0.982934,1,12,12,0,0.0,6.925000000002068e-05,0.98286475,1,0,0.0,0.0,0.0,0.0,0.0,0.0002087500000000908,0.0,-1.0000000000287557e-06,robust_correct
aaaaajqk_s003_t001,1,1,0.8846,1,12,12,0,0.0,0.0011879166666666219,0.8834120833333334,1,0,0.0,0.0,0.0,0.0,0.0,0.0028037500000001048,0.0,0.0007599999999999829,robust_correct
aaaaajrf_s001_t000,1,1,0.996683,1,12,12,0,0.0,-0.0004100833333332554,0.9970930833333332,1,0,0.0,0.0,0.0,0.0,0.0,-0.0012290000000000356,0.0,-1.2499999999526779e-06,robust_correct
aaaaajrf_s002_t000,1,1,0.999926,1,12,12,0,0.0,-3.083333333320226e-06,0.9999290833333333,2,0,0.0,0.0,0.0,0.0,0.0,-9.249999999960679e-06,0.0,0.0,robust_correct
aaaaajrf_s003_t002,1,1,0.998794,1,12,12,0,0.0,-0.00010774999999996204,0.9989017499999999,1,0,0.0,0.0,0.0,0.0,0.0,-0.00032399999999999096,0.0,7.499999998827889e-07,robust_correct
aaaaajrf_s004_t000,1,1,0.939024,1,12,12,0,0.0,0.00778566666666658,0.9312383333333334,1,0,0.0,0.0,0.0,0.0,0.0,0.023169499999999954,0.0,0.00018749999999989608,robust_correct
aaaaajso_s001_t000,1,1,0.992558,1,12,12,0,0.0,0.00016658333333341435,0.9923914166666666,2,0,0.0,0.0,0.0,0.0,0.0,0.0004992500000000621,0.0,4.999999999588667e-07,robust_correct
aaaaajtg_s001_t000,0,0,0.188527,1,12,11,1,0.08333333333333333,0.06737275000000009,0.7441002499999999,0,1,0.982435,0.0,0.25,0.0,0.0,0.20211875,1.4999999999876223e-06,-1.999999999946489e-06,catastrophic_shift
aaaaajtu_s001_t000,0,0,0.324479,1,12,11,1,0.08333333333333333,0.05079616666666664,0.6247248333333334,0,1,0.985771,0.0,0.25,0.0,0.0,0.15235450000000006,-9.999999999177334e-07,3.500000000000725e-05,catastrophic_shift
aaaaajuh_s001_t000,1,1,0.947451,1,12,12,0,0.0,-0.004936749999999712,0.9523877499999998,1,0,0.0,0.0,0.0,0.0,0.0,-0.0154352499999999,0.0,0.0006249999999999867,robust_correct
aaaaajun_s001_t000,0,1,0.588607,0,12,1,1,0.08333333333333333,0.017664833333333296,0.3937281666666667,0,1,0.96869,0.9166666666666666,0.25,0.0,0.0,0.05295000000000005,-9.999999999177334e-07,4.5500000000031626e-05,robust_wrong
aaaaajvh_s001_t001,0,0,0.234058,1,12,11,1,0.08333333333333333,0.06360941666666664,0.7023325833333334,0,1,0.978801,0.0,0.25,0.0,0.0,0.1906770000000001,1.0000000000287557e-06,0.00015025000000001842,catastrophic_shift
aaaaajxp_s001_t000,0,0,0.45113,1,12,11,1,0.08333333333333333,0.004289249999999911,0.5445807500000001,0,0,0.69929,0.8333333333333334,0.25,0.0,0.0,0.012592249999999972,1.999999999946489e-06,0.0002735000000000376,calibration_collapse
aaaaakck_s001_t001,1,1,0.528493,1,12,11,1,0.08333333333333333,-0.030581250000000115,0.5590742500000001,0,0,0.5569189999999999,0.9166666666666666,0.25,0.0,0.0,-0.09087125000000007,-5.499999999991623e-06,-0.0008670000000000622,calibration_collapse
aaaaakcx_s001_t001,1,1,0.994707,1,12,12,0,0.0,-0.00021658333333329782,0.9949235833333333,0,0,0.0,0.0,0.0,0.0,0.0,-0.0006315000000000071,5.00000000069889e-07,-1.87499999999563e-05,robust_correct
aaaaakcy_s005_t001,1,1,0.991667,1,12,12,0,0.0,-0.00046674999999996025,0.9921337499999999,1,0,0.0,0.0,0.0,0.0,0.0,-0.0012440000000000229,0.0,-0.00015625000000007994,robust_correct
aaaaakdj_s001_t000,1,0,0.378681,0,12,1,1,0.08333333333333333,-0.05370800000000009,0.4323890000000001,0,0,0.6213569999999999,0.9166666666666666,0.25,0.0,0.0,-0.16078900000000002,2.000000000002e-06,-0.0003370000000000317,robust_wrong
aaaaakdo_s001_t000,1,0,0.280093,0,12,1,1,0.08333333333333333,-0.05130433333333334,0.3313973333333333,0,0,0.7483569999999999,0.0,0.25,0.0,0.0,-0.15376,1.4999999999876223e-06,-0.00015450000000000186,robust_wrong
aaaaakeq_s001_t000,1,1,0.79135,1,12,12,0,0.0,-0.020391083333333282,0.8117410833333333,0,0,0.0,0.0,0.0,0.0,0.0,-0.05761324999999995,-1.4999999999876223e-06,-0.00355850000000002,robust_correct
aaaaakeq_s002_t000,1,1,0.632253,1,12,12,0,0.0,-0.026405083333333357,0.6586580833333333,0,0,0.0,0.9166666666666666,0.0,0.0,0.0,-0.07918575000000005,-6.500000000020378e-06,-2.2999999999995246e-05,calibration_collapse
aaaaakeq_s003_t000,1,1,0.796417,1,12,12,0,0.0,-0.017844916666666544,0.8142619166666666,0,0,0.0,0.0,0.0,0.0,0.0,-0.052814499999999875,-2.9999999999752447e-06,-0.0007172499999998916,robust_correct
aaaaakev_s001_t001,1,1,0.999721,1,12,12,0,0.0,-1.9583333333406117e-05,0.9997405833333334,1,0,0.0,0.0,0.0,0.0,0.0,-6.150000000004763e-05,0.0,2.7499999999403e-06,robust_correct
aaaaakev_s002_t000,1,1,0.998943,1,12,12,0,0.0,-8.158333333341261e-05,0.9990245833333334,1,0,0.0,0.0,0.0,0.0,0.0,-0.00024474999999990477,0.0,-1.1102230246251565e-16,robust_correct
aaaaakft_s001_t000,0,0,0.222301,1,12,11,1,0.08333333333333333,0.049545750000000055,0.72815325,0,1,0.901836,0.0,0.25,0.0,0.0,0.14875250000000007,-4.999999999588667e-07,-0.00011474999999994129,catastrophic_shift
